"14éme","14eme"
"obtiendrais","obtenir"
"obtiendrait","obtenir"
"obtiendras","obtenir"
"obtiendrez","obtenir"
"obtiendriez","obtenir"
"obtiendrions","obtenir"
"obtiendrons","obtenir"
"obtiendront","obtenir"
"obtienne","obtenir"
"obtiennent","obtenir"
"obtiennes","obtenir"
"obtiens","obtenir"
"obtient","obtenir"
"obtinrent","obtenir"
"obtins","obtenir"
"obtinsse","obtenir"
"obtint","obtenir"
"obtura","obturation"
"obturait","obturation"
"obturateur","obturation"
"obturateurs","obturation"
"obture","obturation"
"obturer","obturation"
"obturez","obturation"
"obturé","obturation"
"obturée","obturation"
"obtînmes","obtenir"
"obtînt","obtenir"
"obèses","obèse"
"obéi","obéir"
"obéie","obéir"
"obéira","obéir"
"obéirai","obéir"
"obéiraient","obéir"
"obéirais","obéir"
"obéirait","obéir"
"obéiras","obéir"
"obéirent","obéir"
"obéirez","obéir"
"obéiriez","obéir"
"obéirons","obéir"
"obéiront","obéir"
"obéis","obéir"
"obéissaient","obéir"
"obéissais","obéir"
"obéissait","obéir"
"obéissant","obéir"
"obéissante","obéir"
"obéissantes","obéir"
"obéissants","obéir"
"obéisse","obéir"
"obéissent","obéir"
"obéisses","obéir"
"obéissez","obéir"
"obéissiez","obéir"
"obéissions","obéir"
"obéissons","obéir"
"obéit","obéir"
"obéîmes","obéir"
"occasionna","occasionner"
"occasionnait","occasionner"
"occasionnant","occasionner"
"occasionne","occasionner"
"occasionnelle","occasionnel"
"occasionnelles","occasionnel"
"occasionnels","occasionnel"
"occasionnent","occasionner"
"occasionnèrent","occasionner"
"occasionné","occasionner"
"occasionnée","occasionner"
"occasionnées","occasionner"
"occasionnés","occasionner"
"occasions","occasion"
"occidentale","occidental"
"occidentales","occidental"
"occidentaux","occidental"
"occitane","occitan"
"occitans","occitan"
"occupa","occuper"
"occupai","occuper"
"occupaient","occuper"
"occupais","occuper"
"occupait","occuper"
"occupant","occuper"
"occupante","occuper"
"occupantes","occuper"
"occupants","occuper"
"occupas","occuper"
"occupations","occupation"
"occupe","occuper"
"occupent","occuper"
"occupera","occuper"
"occuperai","occuper"
"occuperaient","occuper"
"occuperais","occuper"
"occuperait","occuper"
"occuperas","occuper"
"occuperez","occuper"
"occuperions","occuper"
"occuperons","occuper"
"occuperont","occuper"
"occupes","occuper"
"occupez","occuper"
"occupiez","occuper"
"occupions","occuper"
"occupons","occuper"
"occupât","occuper"
"occupèrent","occuper"
"occupé","occuper"
"occupée","occuper"
"occupées","occuper"
"occupés","occuper"
"occurrences","occurrence"
"octroie","octroi"
"octroient","octroi"
"octroiera","octroi"
"octrois","octroi"
"octroya","octroi"
"octroyaient","octroi"
"octroyait","octroi"
"octroyant","octroi"
"octroyer","octroi"
"octroyons","octroi"
"octroyât","octroi"
"octroyé","octroi"
"octroyée","octroi"
"octroyées","octroi"
"octroyés","octroi"
"oculaires","oculaire"
"océa","ocea"
"océan-atmosphère","océan atmosphère"
"océane","océan"
"océania","oceania"
"océaniques","océanique"
"océanographiques","océanographique"
"océans","océan"
"odeurs","odeur"
"oeils","oeil"
"oenologues","oenologue"
"oeufs","oeuf"
"oeuvraient","oeuvrer"
"oeuvrait","oeuvrer"
"oeuvrant","oeuvrer"
"oeuvre","oeuvrer"
"oeuvrent","oeuvrer"
"oeuvrera","oeuvrer"
"oeuvres","oeuvrer"
"oeuvrez","oeuvrer"
"oeuvrions","oeuvrer"
"oeuvré","oeuvrer"
"offensifs","offensif"
"offensive","offensif"
"offensives","offensif"
"offert","offrir"
"offerte","offrir"
"offertes","offrir"
"offerts","offrir"
"offices","office"
"officiaient","officier"
"officiais","officier"
"officiait","officier"
"officialisait","officialiser"
"officialise","officialiser"
"officialisez","officialiser"
"officialisé","officialiser"
"officiant","officier"
"officiants","officier"
"officie","officier"
"officielle","officiel"
"officielles","officiel"
"officiels","officiel"
"officient","officier"
"officiers","officier"
"officiez","officier"
"officines","officine"
"officions","officier"
"officière","officier"
"officié","officier"
"offraient","offrir"
"offrais","offrir"
"offrait","offrir"
"offrant","offrir"
"offrante","offrir"
"offrantes","offrir"
"offrants","offrir"
"offre","offrir"
"offre-suivi","offrir suivi"
"offrent","offrir"
"offres","offrir"
"offrez","offrir"
"offriez","offrir"
"offrions","offrir"
"offrira","offrir"
"offrirai","offrir"
"offriraient","offrir"
"offrirais","offrir"
"offrirait","offrir"
"offriras","offrir"
"offrirent","offrir"
"offrirez","offrir"
"offririez","offrir"
"offrirons","offrir"
"offriront","offrir"
"offris","offrir"
"offrit","offrir"
"offrons","offrir"
"offrît","offrir"
"oignon","oignons"
"oil","oïl"
"oiseaux","oiseau"
"oisons","oison"
"olfactifs","olfactif"
"olfactive","olfactif"
"olfactives","olfactif"
"olives","olive"
"oliviers","olivier"
"olympes","olympe"
"olympiades","olympiade"
"olympiques","olympique"
"ombilicale","ombilical"
"ombilicaux","ombilical"
"ombrages","ombrage"
"ombre","ombres"
"ombrelles","ombrelle"
"omelettes","omelette"
"omni-canal","omni canal"
"onc","once"
"onces","once"
"oncologues","oncologue"
"ondes","onde"
"ondula","ondulation"
"ondulaient","ondulation"
"ondulait","ondulation"
"ondulant","ondulation"
"ondulante","ondulation"
"ondulantes","ondulation"
"ondulants","ondulation"
"ondulations","ondulation"
"ondule","ondulation"
"ondulent","ondulation"
"onduler","ondulation"
"ondulerait","ondulation"
"ondulons","ondulation"
"ondulèrent","ondulation"
"ondulé","ondulation"
"ondulée","ondulation"
"ondulées","ondulation"
"ondulés","ondulation"
"ongles","ongle"
"onusienne","onusien"
"onusiennes","onusien"
"onusiens","onusien"
"onéreuse","onéreux"
"onéreuses","onéreux"
"opaques","opaque"
"open-source","open source"
"open-sources","open source"
"ophtalmologistes","ophtalmologiste"
"opinions","opinion"
"opportune","opportun"
"opportunes","opportun"
"opportunistes","opportuniste"
"opportunités","opportunité"
"opportuns","opportun"
"oppositions","opposition"
"opta","opter"
"optai","opter"
"optaient","opter"
"optais","opter"
"optait","opter"
"opte","opter"
"optent","opter"
"opterais","opter"
"optes","opter"
"opticien-lunetier","opticien lunetier"
"opticienne","opticien"
"opticiens","opticien"
"optima","optimum"
"optimale","optimal"
"optimales","optimal"
"optimaux","optimal"
"optimise","optimisation"
"optimiser","optimisation"
"optimisez","optimisation"
"optimisé","optimisation"
"optimisées","optimisation"
"optionnelle","optionnel"
"options","option"
"optiques","optique"
"optons","opter"
"optât","opter"
"optèrent","opter"
"opté","opter"
"opère","opérer"
"opèrent","opérer"
"opéra","opérer"
"opéraient","opérer"
"opérais","opérer"
"opérait","opérer"
"opérant","opérer"
"opéras","opérer"
"opérateur-régleur","opérateur régleur"
"opérateurs","opérateur"
"opérationnelle","opérationnel"
"opérationnelles","opérationnel"
"opérationnels","opérationnel"
"opérations","opération"
"opératoires","opératoire"
"opératrice","opérateur"
"opératrices","opérateur"
"opérera","opérer"
"opérerai","opérer"
"opéreraient","opérer"
"opérerait","opérer"
"opéreras","opérer"
"opérerez","opérer"
"opérerons","opérer"
"opéreront","opérer"
"opérez","opérer"
"opériez","opérer"
"opérions","opérer"
"opérons","opérer"
"opérât","opérer"
"opérèrent","opérer"
"opéré","opérer"
"opérée","opérer"
"opérées","opérer"
"opérés","opérer"
"oracles","oracle"
"orages","orage"
"orageuse","orage"
"orageuses","orage"
"orageux","orage"
"orale","oral"
"orales","oral"
"oranges","orange"
"orateurs","orateur"
"oratoires","oratoire"
"oratrice","orateur"
"oraux","oral"
"orbitale","orbital"
"orbitales","orbital"
"orbitaux","orbital"
"orchestra","orchestrer"
"orchestraient","orchestrer"
"orchestrait","orchestrer"
"orchestre","orchestrer"
"orchestrent","orchestrer"
"orchestres","orchestrer"
"orchestré","orchestrer"
"orchestrée","orchestrer"
"orchestrées","orchestrer"
"orchestrés","orchestrer"
"orchidées","orchidée"
"ordinaires","ordinaire"
"ordinateurs","ordinateur"
"ordonna","ordonner"
"ordonnai","ordonner"
"ordonnaient","ordonner"
"ordonnais","ordonner"
"ordonnait","ordonner"
"ordonnancer","ordonnancement"
"ordonnances","ordonnance"
"ordonnancée","ordonnancement"
"ordonnant","ordonner"
"ordonnateurs","ordonnateur"
"ordonnatrice","ordonnateur"
"ordonne","ordonner"
"ordonnent","ordonner"
"ordonnera","ordonner"
"ordonnerai","ordonner"
"ordonnerais","ordonner"
"ordonnerait","ordonner"
"ordonneront","ordonner"
"ordonnes","ordonner"
"ordonnez","ordonner"
"ordonniez","ordonner"
"ordonnons","ordonner"
"ordonnèrent","ordonner"
"ordonné","ordonner"
"ordonnée","ordonner"
"ordonnées","ordonner"
"ordonnés","ordonner"
"ordres","ordre"
"ordures","ordure"
"oreillers","oreiller"
"oreilles","oreille"
"orfèvres","orfèvre"
"organes","organe"
"organiques","organique"
"organisa","organisation"
"organisai","organisation"
"organisaient","organisation"
"organisais","organisation"
"organisait","organisation"
"organisant","organisation"
"organisateurs","organisateur"
"organisationnelle","organisationnel"
"organisations","organisation"
"organisatrice","organisateur"
"organise","organisation"
"organisent","organisation"
"organiser","organisation"
"organisera","organisation"
"organiserai","organisation"
"organiserais","organisation"
"organiserait","organisation"
"organiserez","organisation"
"organiseriez","organisation"
"organiserons","organisation"
"organiseront","organisation"
"organises","organisation"
"organisez","organisation"
"organisiez","organisation"
"organisions","organisation"
"organismes","organisme"
"organisons","organisation"
"organisâmes","organisation"
"organisât","organisation"
"organisèrent","organisation"
"organisé","organisation"
"organisée","organisation"
"organisées","organisation"
"organisés","organisation"
"orges","orge"
"orgues","orgue"
"orienta","orientation"
"orientai","orientation"
"orientaient","orientation"
"orientais","orientation"
"orientait","orientation"
"orientale","oriental"
"orientales","oriental"
"orientant","orientation"
"orientation-psychologue","orientation psychologue"
"orientation-psychologues","orientation psychologue"
"orientations","orientation"
"orientaux","oriental"
"oriente","orientation"
"orientent","orientation"
"orienter","orientation"
"orienterai","orientation"
"orienterait","orientation"
"orienterez","orientation"
"orientez","orientation"
"orients","orient"
"orientèrent","orientation"
"orienté","orientation"
"orientée","orientation"
"orientée-objet","orientation objet"
"orientées","orientation"
"orientés","orientation"
"orifices","orifice"
"originaires","originaire"
"originale","original"
"originales","original"
"originaux","original"
"origines","origine"
"orléanaise","orléanais"
"orléanaises","orléanais"
"ormes","orme"
"orna","orner"
"ornaient","orner"
"ornait","orner"
"ornant","orner"
"orne","orner"
"ornementale","ornemental"
"ornementales","ornemental"
"ornementations","ornementation"
"ornements","ornement"
"ornent","orner"
"ornera","orner"
"ornerait","orner"
"orneront","orner"
"ornez","orner"
"ornât","orner"
"ornèrent","orner"
"orné","orner"
"ornée","orner"
"ornées","orner"
"ornés","orner"
"orphelinats","orphelinat"
"orpheline","orphelin"
"orphelines","orphelin"
"orphelins","orphelin"
"orthographiques","orthographique"
"orthophonistes","orthophoniste"
"orthopédiques","orthopédique"
"osa","oser"
"osai","oser"
"osaient","oser"
"osais","oser"
"osait","oser"
"osant","oser"
"oscillant","oscillants"
"oscillations","oscillation"
"ose","oser"
"osent","oser"
"osera","oser"
"oserai","oser"
"oserais","oser"
"oserait","oser"
"oseras","oser"
"oserez","oser"
"oseriez","oser"
"oserions","oser"
"oserons","oser"
"oseront","oser"
"oses","oser"
"osez","oser"
"osiez","oser"
"osions","oser"
"osmoses","osmose"
"osons","oser"
"ossatures","ossature"
"osseuse","osseux"
"osseuses","osseux"
"ostéopathes","ostéopathe"
"osâmes","oser"
"osât","oser"
"osèrent","oser"
"osé","oser"
"osée","oser"
"osées","oser"
"oséo","oseo"
"osés","oser"
"oublia","oublier"
"oubliai","oublier"
"oubliaient","oublier"
"oubliais","oublier"
"oubliait","oublier"
"oubliant","oublier"
"oublias","oublier"
"oubliasse","oublier"
"oublie","oublier"
"oublient","oublier"
"oubliera","oublier"
"oublierai","oublier"
"oublieraient","oublier"
"oublierais","oublier"
"oublierait","oublier"
"oublieras","oublier"
"oublierez","oublier"
"oublierions","oublier"
"oublierons","oublier"
"oublieront","oublier"
"oublies","oublier"
"oubliez","oublier"
"oubliiez","oublier"
"oubliions","oublier"
"oublions","oublier"
"oublis","oubli"
"oubliâmes","oublier"
"oubliât","oublier"
"oublièrent","oublier"
"oublié","oublier"
"oubliée","oublier"
"oubliées","oublier"
"oubliés","oublier"
"oulmès","oulmes"
"ourse","ours"
"ourses","ours"
"oursonne","ourson"
"oursonnes","ourson"
"oursons","ourson"
"outardes","outarde"
"outillages","outillage"
"outillé","outiller"
"outillée","outiller"
"outillées","outiller"
"outillés","outiller"
"outils","outil"
"ouvert","ouvrir"
"ouverte","ouvrir"
"ouvertes","ouvrir"
"ouverts","ouvrir"
"ouvertures","ouverture"
"ouvrables","ouvrable"
"ouvraient","ouvrir"
"ouvrais","ouvrir"
"ouvrait","ouvrir"
"ouvrant","ouvrir"
"ouvrants","ouvrir"
"ouvre","ouvrir"
"ouvrent","ouvrir"
"ouvres","ouvrir"
"ouvreurs","ouvreur"
"ouvreuse","ouvreur"
"ouvreuses","ouvreur"
"ouvrez","ouvrir"
"ouvriers","ouvrier"
"ouvriez","ouvrir"
"ouvrions","ouvrir"
"ouvrira","ouvrir"
"ouvrirai","ouvrir"
"ouvriraient","ouvrir"
"ouvrirais","ouvrir"
"ouvrirait","ouvrir"
"ouvriras","ouvrir"
"ouvrirent","ouvrir"
"ouvrirez","ouvrir"
"ouvririez","ouvrir"
"ouvririons","ouvrir"
"ouvrirons","ouvrir"
"ouvriront","ouvrir"
"ouvris","ouvrir"
"ouvrissent","ouvrir"
"ouvrit","ouvrir"
"ouvrière","ouvrier"
"ouvrières","ouvrier"
"ouvrons","ouvrir"
"ouvrîmes","ouvrir"
"ouvrît","ouvrir"
"ovaires","ovaire"
"ovins","ovin"
"ovocytes","ovocyte"
"oxydant","oxydation"
"oxydants","oxydation"
"oxyde","oxydation"
"oxyder","oxydation"
"oxydes","oxydation"
"oxydé","oxydation"
"oxydée","oxydation"
"oxydées","oxydation"
"oxydés","oxydation"
"oxygène","oxygénation"
"oxygènent","oxygénation"
"oxygéner","oxygénation"
"oxygéné","oxygénation"
"oxygénée","oxygénation"
"oxygénées","oxygénation"
"oxygénés","oxygénation"
"oîkos","oikos"
"oïkos","oikos"
"oïl&gaz","oil&gaz"
"pacemakers","pacemaker"
"pacifiques","pacifique"
"pack-office","pack office"
"packs","pack"
"pactes","pacte"
"pages","page"
"pagnes","pagne"
"paie","payer"
"paie-comptabilité","payer comptabilité"
"paiements","paiement"
"paient","payer"
"paiera","payer"
"paierai","payer"
"paieraient","payer"
"paierais","payer"
"paierait","payer"
"paieras","payer"
"paierez","payer"
"paieriez","payer"
"paierions","payer"
"paierons","payer"
"paieront","payer"
"paies","payer"
"paillasses","paillasse"
"pailles","paille"
"paillettes","paillette"
"pains","pain"
"paire","pair"
"paires","pair"
"pairs","pair"
"pakistanaise","pakistanais"
"pakistanaises","pakistanais"
"palaces","palace"
"palans","palan"
"palatine","palatin"
"palatines","palatin"
"pale","pâle"
"palefreniers","palefrenier"
"palefrenière","palefrenier"
"pales","pâle"
"palets","palet"
"palettes","palette"
"paliers","palier"
"palière","palier"
"palmeraies","palmeraie"
"palmes","palme"
"palmiers","palmier"
"pals","pal"
"paléontologues","paléontologue"
"paléttiseur","palettiseur"
"panaméenne","panaméen"
"pancréatiques","pancréatique"
"pandas","panda"
"pane","panés"
"paniers","panier"
"panneaux","panneau"
"pannes","panne"
"panoplies","panoplie"
"panoramas","panorama"
"panoramiques","panoramique"
"pansements","pansement"
"pantalons","pantalon"
"pantheon","panthéon"
"panthéon-sorbonne","panthéon sorbonne"
"panthéons","panthéon"
"pantographes","pantographe"
"pané","panés"
"papes","pape"
"papeteries","papeterie"
"papetiers","papetier"
"papiers","papier"
"papilles","papille"
"papillons","papillon"
"papèterie","papeterie"
"paquebots","paquebot"
"paquetages","paquetage"
"paquets","paquet"
"para","paraître"
"para-médical","paramédical"
"para-médicaux","paramédical"
"para-scolaires","parascolaire"
"paraboles","parabole"
"paraboliques","parabolique"
"parachutes","parachute"
"parachutistes","parachutiste"
"paradigmes","paradigme"
"parai","paraître"
"paraient","paraître"
"parais","paraître"
"paraissaient","paraître"
"paraissais","paraître"
"paraissait","paraître"
"paraissant","paraître"
"paraisse","paraître"
"paraissent","paraître"
"paraissez","paraître"
"paraissiez","paraître"
"paraissions","paraître"
"paraissons","paraître"
"parait","paraître"
"paraitrait","paraître"
"parallèles","parallèle"
"paralympiques","paralympique"
"parametres","paramètre"
"paramètres","paramètre"
"paramédicale","paramédical"
"paramédicaux","paramédical"
"parant","paraître"
"parapheurs","parapheur"
"parapluies","parapluie"
"paras","paraître"
"parascolaires","parascolaire"
"parasitaires","parasitaire"
"parasite","parasites"
"parasols","parasol"
"paratonnerres","paratonnerre"
"paravents","paravent"
"paraît","paraître"
"paraîtra","paraître"
"paraîtrai","paraître"
"paraîtraient","paraître"
"paraîtrais","paraître"
"paraîtrait","paraître"
"paraîtras","paraître"
"paraîtrez","paraître"
"paraîtront","paraître"
"parcelles","parcelle"
"parcouraient","parcourir"
"parcourais","parcourir"
"parcourait","parcourir"
"parcourant","parcourir"
"parcoure","parcourir"
"parcourent","parcourir"
"parcourez","parcourir"
"parcouriez","parcourir"
"parcourions","parcourir"
"parcourons","parcourir"
"parcourra","parcourir"
"parcourrai","parcourir"
"parcourraient","parcourir"
"parcourrais","parcourir"
"parcourrait","parcourir"
"parcourrez","parcourir"
"parcourrions","parcourir"
"parcourront","parcourir"
"parcours","parcourir"
"parcourt","parcourir"
"parcouru","parcourir"
"parcourue","parcourir"
"parcourues","parcourir"
"parcoururent","parcourir"
"parcourus","parcourir"
"parcourut","parcourir"
"parcourûmes","parcourir"
"parcs","parc"
"pare","paraître"
"pare-brises","pare-brise"
"pare-choc","paraître choc"
"pare-feux","pare-feu"
"pareille","pareil"
"pareilles","pareil"
"pareils","pareil"
"parements","parement"
"parent","paraître"
"parentale","parental"
"parentales","parental"
"parentaux","parental"
"parente","paraître"
"parentes","paraître"
"parents","paraître"
"parer","paraître"
"parerai","paraître"
"parerait","paraître"
"parez","paraître"
"parfais","parfaire"
"parfaisais","parfaire"
"parfaisait","parfaire"
"parfait","parfaire"
"parfaite","parfaire"
"parfaites","parfaire"
"parfaits","parfaire"
"parferont","parfaire"
"parfit","parfaire"
"parfuma","parfum"
"parfumaient","parfum"
"parfumait","parfum"
"parfume","parfum"
"parfument","parfum"
"parfumer","parfum"
"parfumera","parfum"
"parfumeries","parfumerie"
"parfumeur","parfum"
"parfumeurs","parfum"
"parfumeuse","parfum"
"parfumez","parfum"
"parfums","parfum"
"parfumé","parfum"
"parfumée","parfum"
"parfumées","parfum"
"parfumés","parfum"
"paria","parier"
"pariaient","parier"
"pariais","parier"
"pariait","parier"
"pariant","parier"
"parias","parier"
"parie","parier"
"parient","parier"
"parierai","parier"
"parierais","parier"
"parierait","parier"
"parieriez","parier"
"paries","parier"
"parieur","parier"
"parieurs","parier"
"parieuse","parier"
"pariez","parier"
"parions","parier"
"paris","pari"
"paris-dauphine","pari dauphin"
"paris-pleyel","pari pleyel"
"paris-sorbonne","pari sorbonne"
"parisienne","parisien"
"parisiennes","parisien"
"parisiens","parisien"
"parié","parier"
"parkings","parking"
"parkéon","parkeon"
"parlementaires","parlementaire"
"parles","parlé"
"parleurs","parleur"
"parleuse","parleur"
"parloirs","parloir"
"parlée","parlé"
"parlées","parlé"
"parlés","parlé"
"parois","paroi"
"paroles","parole"
"parolière","parolier"
"parpaings","parpaing"
"parqueteuse","parqueteur"
"parquets","parquet"
"parrainait","parrainage"
"parrainant","parrainage"
"parraine","parrainage"
"parrainent","parrainage"
"parrainer","parrainage"
"parrainerai","parrainage"
"parrains","parrain"
"parrainé","parrainage"
"parrainée","parrainage"
"parrainés","parrainage"
"pars","partir"
"part","partir"
"partage","partager"
"partagea","partager"
"partageai","partager"
"partageaient","partager"
"partageais","partager"
"partageait","partager"
"partageant","partager"
"partagent","partager"
"partageons","partager"
"partagera","partager"
"partagerai","partager"
"partageraient","partager"
"partagerais","partager"
"partagerait","partager"
"partageras","partager"
"partagerez","partager"
"partageriez","partager"
"partagerions","partager"
"partagerons","partager"
"partageront","partager"
"partages","partager"
"partagez","partager"
"partageâmes","partager"
"partageât","partager"
"partagiez","partager"
"partagions","partager"
"partagèrent","partager"
"partagé","partager"
"partagée","partager"
"partagées","partager"
"partagés","partager"
"partaient","partir"
"partais","partir"
"partait","partir"
"partant","partir"
"partante","partir"
"partantes","partir"
"partants","partir"
"parte","partir"
"partenaires","partenaire"
"partent","partir"
"partes","partir"
"partez","partir"
"parti","partir"
"partiale","partial"
"partiales","partial"
"partiaux","partial"
"participa","participer"
"participai","participer"
"participaient","participer"
"participais","participer"
"participait","participer"
"participant","participer"
"participante","participer"
"participantes","participer"
"participants","participer"
"participation","participer"
"participations","participer"
"participative","participatif"
"participe","participer"
"participent","participer"
"participera","participer"
"participerai","participer"
"participeraient","participer"
"participerais","participer"
"participerait","participer"
"participeras","participer"
"participerez","participer"
"participerons","participer"
"participeront","participer"
"participes","participer"
"participez","participer"
"participiez","participer"
"participions","participer"
"participons","participer"
"participât","participer"
"participèrent","participer"
"participé","participer"
"participés","participer"
"particularités","particularité"
"particules","particule"
"partie","partir"
"partielle","partiel"
"partielles","partiel"
"partiels","partiel"
"parties","partir"
"partiez","partir"
"partions","partir"
"partira","partir"
"partirai","partir"
"partiraient","partir"
"partirais","partir"
"partirait","partir"
"partiras","partir"
"partirent","partir"
"partirez","partir"
"partiriez","partir"
"partirions","partir"
"partirons","partir"
"partiront","partir"
"partis","partir"
"partisse","partir"
"partissent","partir"
"partit","partir"
"partitions","partition"
"partons","partir"
"parts","partir"
"partîmes","partir"
"partît","partir"
"paru","paraître"
"parue","paraître"
"parurent","paraître"
"parures","parure"
"parus","paraître"
"parussent","paraître"
"parut","paraître"
"parvenaient","parvenir"
"parvenais","parvenir"
"parvenait","parvenir"
"parvenant","parvenir"
"parvenez","parvenir"
"parveniez","parvenir"
"parvenions","parvenir"
"parvenons","parvenir"
"parvenu","parvenir"
"parvenue","parvenir"
"parvenues","parvenir"
"parvenus","parvenir"
"parviendra","parvenir"
"parviendrai","parvenir"
"parviendraient","parvenir"
"parviendrais","parvenir"
"parviendrait","parvenir"
"parviendras","parvenir"
"parviendrez","parvenir"
"parviendrions","parvenir"
"parviendrons","parvenir"
"parviendront","parvenir"
"parvienne","parvenir"
"parviennent","parvenir"
"parviens","parvenir"
"parvient","parvenir"
"parvinrent","parvenir"
"parvins","parvenir"
"parvinssent","parvenir"
"parvint","parvenir"
"parvînmes","parvenir"
"parvînt","parvenir"
"paré","paraître"
"parée","paraître"
"parées","paraître"
"parés","paraître"
"parût","paraître"
"pascale","pascal"
"pascales","pascal"
"passagers","passager"
"passagère","passager"
"passagères","passager"
"passementeries","passementerie"
"passementière","passementier"
"passeports","passeport"
"passerelles","passerelle"
"passeurs","passeur"
"passeuse","passeur"
"passifs","passif"
"passionna","passion"
"passionnai","passion"
"passionnaient","passion"
"passionnais","passion"
"passionnait","passion"
"passionnant","passion"
"passionnante","passion"
"passionnantes","passion"
"passionnants","passion"
"passionne","passion"
"passionnent","passion"
"passionner","passion"
"passionnera","passion"
"passionnerait","passion"
"passionneras","passion"
"passionnons","passion"
"passionnèrent","passion"
"passionné","passion"
"passionnée","passion"
"passionnées","passion"
"passionnés","passion"
"passions","passion"
"passives","passif"
"past-président","past présider"
"pasteurisée","pasteurisé"
"pasteurisés","pasteurisé"
"pastilles","pastille"
"pastorale","pastoral"
"pastorales","pastoral"
"pastoraux","pastoral"
"patches","patch"
"patchs","patch"
"patente","patent"
"patentes","patent"
"patents","patent"
"paternités","paternité"
"pates","pâté"
"pathologiques","pathologique"
"pathéon","patheon"
"patienta","patienter"
"patientai","patienter"
"patientaient","patienter"
"patientait","patienter"
"patientant","patienter"
"patiente","patienter"
"patientent","patienter"
"patientera","patienter"
"patienteraient","patienter"
"patienterait","patienter"
"patienteras","patienter"
"patienterez","patienter"
"patienterons","patienter"
"patientes","patienter"
"patientez","patienter"
"patientions","patienter"
"patientons","patienter"
"patients","patient"
"patientèrent","patienter"
"patienté","patienter"
"patina","patinage"
"patinaient","patinage"
"patinais","patinage"
"patinait","patinage"
"patinant","patinage"
"patine","patinage"
"patinent","patinage"
"patiner","patinage"
"patinerais","patinage"
"patinerons","patinage"
"patines","patinage"
"patineur","patinage"
"patineurs","patinage"
"patineuse","patinage"
"patineuses","patinage"
"patinez","patinage"
"patiniez","patinage"
"patinions","patinage"
"patinoires","patinoire"
"patinons","patinage"
"patins","patin"
"patiné","patinage"
"patinée","patinage"
"patinées","patinage"
"patinés","patinage"
"patios","patio"
"patisserie","pâtisserie"
"patisseries","pâtisserie"
"patissier","pâtissier"
"patrimoines","patrimoine"
"patronale","patronal"
"patronales","patronal"
"patronaux","patronal"
"patrouilla","patrouiller"
"patrouillaient","patrouiller"
"patrouillais","patrouiller"
"patrouillait","patrouiller"
"patrouillant","patrouiller"
"patrouille","patrouiller"
"patrouillent","patrouiller"
"patrouillerai","patrouiller"
"patrouilleras","patrouiller"
"patrouillerez","patrouiller"
"patrouilleront","patrouiller"
"patrouilles","patrouiller"
"patrouilleur","patrouiller"
"patrouilleurs","patrouiller"
"patrouillez","patrouiller"
"patrouilliez","patrouiller"
"patrouillions","patrouiller"
"patrouillé","patrouiller"
"patrouillée","patrouiller"
"patrouillées","patrouiller"
"pattes","patte"
"pauses","pause"
"pauvres","pauvre"
"pavage","pavement"
"pavait","pavement"
"pave","pavement"
"pavements","pavement"
"paver","pavement"
"paves","pavement"
"pavez","pavement"
"pavillonnaires","pavillonnaire"
"pavillons","pavillon"
"pavé","pavement"
"pavée","pavement"
"pavées","pavement"
"pavés","pavement"
"paya","payer"
"payables","payable"
"payai","payer"
"payaient","payer"
"payais","payer"
"payait","payer"
"payant","payer"
"payante","payer"
"payantes","payer"
"payants","payer"
"payassent","payer"
"payassiez","payer"
"paye","payer"
"payements","payement"
"payent","payer"
"payera","payer"
"payerai","payer"
"payeraient","payer"
"payerais","payer"
"payerait","payer"
"payeras","payer"
"payerez","payer"
"payeriez","payer"
"payerons","payer"
"payeront","payer"
"payes","payer"
"payeurs","payeur"
"payez","payer"
"payiez","payer"
"payions","payer"
"payons","payer"
"pays-tiers","pays tiers"
"paysages","paysage"
"paysagistes","paysagiste"
"paysagé","paysager"
"paysagés","paysager"
"paysanne","paysan"
"paysannes","paysan"
"paysans","paysan"
"payâmes","payer"
"payât","payer"
"payèrent","payer"
"payé","payer"
"payée","payer"
"payées","payer"
"payés","payer"
"peaufina","peaufiner"
"peaufinait","peaufiner"
"peaufinant","peaufiner"
"peaufine","peaufiner"
"peaufiné","peaufiner"
"peaufinée","peaufiner"
"peaufinés","peaufiner"
"peaux","peau"
"peche","pèche"
"pediatrie","pédiatrie"
"peigna","peigner"
"peignaient","peindre"
"peignais","peindre"
"peignait","peindre"
"peignant","peindre"
"peigne","peigner"
"peignent","peindre"
"peignerais","peigner"
"peignerait","peigner"
"peignes","peigner"
"peignez","peindre"
"peigniez","peigner"
"peignions","peigner"
"peignis","peindre"
"peignit","peindre"
"peignons","peindre"
"peigné","peigner"
"peignée","peigner"
"peignées","peigner"
"peignés","peigner"
"peignît","peindre"
"peina","peiner"
"peinaient","peiner"
"peinais","peiner"
"peinait","peiner"
"peinant","peiner"
"peindra","peindre"
"peindrai","peindre"
"peindrais","peindre"
"peindrait","peindre"
"peindras","peindre"
"peine","peiner"
"peinent","peiner"
"peinera","peiner"
"peinerait","peiner"
"peinerez","peiner"
"peines","peiner"
"peinez","peiner"
"peinions","peiner"
"peinons","peiner"
"peins","peindre"
"peint","peindre"
"peinte","peindre"
"peintes","peindre"
"peintres","peintre"
"peints","peindre"
"peintures","peinture"
"peinât","peiner"
